No.,L,Player,Set,1set,2set,3set,4set,5set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Team,Op.Team
5,,浅田潮,2,■,■,,,,4,2,0,50.0,1.0,2,1,0,50.0,2,1.0,3,0,0,1,8.3,10,5,0,50.0,766,2022-11-06,京都府,舞鶴文化公園体育館,140,11:00,12:20,1:20,北村友香,梅﨑幸人,德田幸恵,槇隆道,長野GaRons,東京ヴェルディ
6,,篠原和政,2,,□,■,,,9,5,0,55.6,2.5,3,2,0,66.7,2,1.0,7,1,1,3,21.4,17,5,2,35.3,766,2022-11-06,京都府,舞鶴文化公園体育館,140,11:00,12:20,1:20,北村友香,梅﨑幸人,德田幸恵,槇隆道,長野GaRons,東京ヴェルディ
7,,齊藤優太,2,,□,□,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,766,2022-11-06,京都府,舞鶴文化公園体育館,140,11:00,12:20,1:20,北村友香,梅﨑幸人,德田幸恵,槇隆道,長野GaRons,東京ヴェルディ
9,,荻野颯大,1,,,□,,,2,0,0,0.0,,2,0,0,0.0,0,,1,0,0,1,25.0,0,0,0,,766,2022-11-06,京都府,舞鶴文化公園体育館,140,11:00,12:20,1:20,北村友香,梅﨑幸人,德田幸恵,槇隆道,長野GaRons,東京ヴェルディ
10,L,難波宏冶,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,19,11,5,71.1,766,2022-11-06,京都府,舞鶴文化公園体育館,140,11:00,12:20,1:20,北村友香,梅﨑幸人,德田幸恵,槇隆道,長野GaRons,東京ヴェルディ
12,,矢澤雅敦,2,□,,□,,,0,0,0,,,0,0,0,,0,,2,0,1,0,-12.5,0,0,0,,766,2022-11-06,京都府,舞鶴文化公園体育館,140,11:00,12:20,1:20,北村友香,梅﨑幸人,德田幸恵,槇隆道,長野GaRons,東京ヴェルディ
13,,今中聖也,3,■,■,■,,,8,2,0,25.0,0.67,0,0,0,,1,0.33,10,0,0,0,0.0,0,0,0,,766,2022-11-06,京都府,舞鶴文化公園体育館,140,11:00,12:20,1:20,北村友香,梅﨑幸人,德田幸恵,槇隆道,長野GaRons,東京ヴェルディ
14,,小林雅治,3,■,■,■,,,4,3,1,75.0,1.0,0,0,0,,0,,9,3,1,2,36.1,0,0,0,,766,2022-11-06,京都府,舞鶴文化公園体育館,140,11:00,12:20,1:20,北村友香,梅﨑幸人,德田幸恵,槇隆道,長野GaRons,東京ヴェルディ
1,,鎌苅翔,4,■,■,■,■,,13,6,0,46.2,1.5,0,0,0,,0,,9,0,0,2,5.6,0,0,0,,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,クボタスピアーズ,千葉ZELVA
2,,赤松圭介,4,■,■,■,■,,19,7,2,36.8,1.75,0,0,0,,2,0.5,14,0,4,3,-1.8,6,1,1,25.0,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,クボタスピアーズ,千葉ZELVA
3,L,早瀬川雄也,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,41,26,5,69.5,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,クボタスピアーズ,千葉ZELVA
6,,阪根彩斗,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,クボタスピアーズ,千葉ZELVA
7,,蓑田蓮,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,クボタスピアーズ,千葉ZELVA
9,,田中誠,2,■,■,,,,2,1,0,50.0,0.5,0,0,0,,0,,8,0,1,3,6.2,0,0,0,,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,クボタスピアーズ,千葉ZELVA
10,,増田宏人,4,■,■,■,■,,10,6,0,60.0,1.5,0,0,0,,3,0.75,16,1,4,4,6.2,2,1,0,50.0,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,クボタスピアーズ,千葉ZELVA
11,,枡富滉,4,■,■,■,■,,28,9,3,32.1,2.25,5,2,0,40.0,0,,16,0,2,3,1.6,16,11,4,81.2,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,クボタスピアーズ,千葉ZELVA
13,,津崎智之,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,クボタスピアーズ,千葉ZELVA
14,,井上大地,4,■,■,■,■,,41,25,1,61.0,6.25,14,9,0,64.3,1,0.25,15,0,4,5,1.7,0,0,0,,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,クボタスピアーズ,千葉ZELVA
17,,田中伸哉,4,□,□,□,□,,0,0,0,,,0,0,0,,0,,5,0,0,0,0.0,3,2,0,66.7,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,クボタスピアーズ,千葉ZELVA
24,,大崎世惇,3,,□,■,■,,1,1,0,100.0,0.33,0,0,0,,0,,14,1,1,3,10.7,0,0,0,,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,クボタスピアーズ,千葉ZELVA
1,,浅野晶,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,千葉ZELVA,クボタスピアーズ
3,,齋藤貴大,3,■,■,,□,,5,1,1,20.0,0.33,0,0,0,,3,1.0,10,0,0,1,2.5,0,0,0,,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,千葉ZELVA,クボタスピアーズ
4,,橋本大海,4,■,■,■,■,,11,4,1,36.4,1.0,0,0,0,,8,2.0,12,0,6,2,-8.3,3,1,1,50.0,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,千葉ZELVA,クボタスピアーズ
5,,板橋健之,4,■,■,■,■,,2,1,1,50.0,0.25,0,0,0,,0,,10,0,1,2,2.5,0,0,0,,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,千葉ZELVA,クボタスピアーズ
6,,野澤辰義,4,□,□,□,□,,0,0,0,,,0,0,0,,0,,5,0,0,1,5.0,4,3,0,75.0,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,千葉ZELVA,クボタスピアーズ
8,,座間健輔,4,■,■,■,■,,44,19,5,43.2,4.75,16,6,2,37.5,1,0.25,16,2,3,4,14.1,0,0,0,,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,千葉ZELVA,クボタスピアーズ
9,,高村勇太,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,千葉ZELVA,クボタスピアーズ
18,,高田晋作,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,千葉ZELVA,クボタスピアーズ
19,,瀧内佑一,3,,□,■,■,,2,1,0,50.0,0.33,0,0,0,,0,,5,0,1,1,0.0,0,0,0,,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,千葉ZELVA,クボタスピアーズ
20,,杉崎大和,4,□,□,□,□,,1,0,0,0.0,,1,0,0,0.0,0,,2,0,0,1,12.5,0,0,0,,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,千葉ZELVA,クボタスピアーズ
21,L,遠藤善斗,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,25,13,2,56.0,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,千葉ZELVA,クボタスピアーズ
23,,羽富琉偉,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,千葉ZELVA,クボタスピアーズ
25,,野沢剛義,4,■,■,■,■,,22,11,1,50.0,2.75,2,0,0,0.0,2,0.5,8,0,3,2,-3.1,22,8,7,52.3,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,千葉ZELVA,クボタスピアーズ
26,,松下正明,4,■,■,■,■,,34,9,2,26.5,2.25,8,3,1,37.5,1,0.25,18,0,2,3,1.4,27,14,7,64.8,767,2022-11-06,京都府,舞鶴文化公園体育館,200,13:30,15:19,1:49,大塚達也,栗崎慎太郎,吉山弘道,平野尚宣,千葉ZELVA,クボタスピアーズ
5,,中西翔太,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,奈良ドリーマーズ,トヨタ自動車サンホークス
7,,有津翔太,5,■,■,■,■,■,16,9,0,56.2,1.8,1,0,0,0.0,0,,21,2,1,7,16.7,0,0,0,,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,奈良ドリーマーズ,トヨタ自動車サンホークス
8,,高橋和希,4,,□,□,□,□,0,0,0,,,0,0,0,,0,,6,0,1,0,-4.2,0,0,0,,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,奈良ドリーマーズ,トヨタ自動車サンホークス
10,,檀上正健,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,奈良ドリーマーズ,トヨタ自動車サンホークス
11,,後藤和志,1,□,,,,,0,0,0,,,0,0,0,,0,,1,0,1,0,-25.0,0,0,0,,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,奈良ドリーマーズ,トヨタ自動車サンホークス
12,,江崎闘愛,5,■,■,■,■,■,46,20,5,43.5,4.0,19,7,3,36.8,1,0.2,18,3,7,2,9.7,0,0,0,,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,奈良ドリーマーズ,トヨタ自動車サンホークス
15,,上竣,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,奈良ドリーマーズ,トヨタ自動車サンホークス
16,,片野坂拓人,5,■,■,■,■,■,19,11,2,57.9,2.2,0,0,0,,1,0.2,16,0,3,3,0.0,45,35,4,82.2,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,奈良ドリーマーズ,トヨタ自動車サンホークス
17,,近藤海斗,5,■,■,■,■,■,2,1,0,50.0,0.2,0,0,0,,3,0.6,17,0,1,4,4.4,0,0,0,,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,奈良ドリーマーズ,トヨタ自動車サンホークス
18,,チョンテヒョン,5,■,■,■,■,■,42,25,6,59.5,5.0,10,6,3,60.0,2,0.4,25,3,10,4,6.0,22,6,5,38.6,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,奈良ドリーマーズ,トヨタ自動車サンホークス
19,L,石渡瑛法,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,奈良ドリーマーズ,トヨタ自動車サンホークス
22,,高階凌矢,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,奈良ドリーマーズ,トヨタ自動車サンホークス
25,L,山根志哉,5,●,●,●,●,●,0,0,0,,,0,0,0,,0,,0,0,0,0,,28,17,4,67.9,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,奈良ドリーマーズ,トヨタ自動車サンホークス
33,,岡本伊武己,5,■,■,■,■,■,7,4,0,57.1,0.8,0,0,0,,1,0.2,12,0,4,0,-8.3,1,0,0,0.0,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,奈良ドリーマーズ,トヨタ自動車サンホークス
1,,西村駿佑,5,■,■,■,■,■,22,11,2,50.0,2.2,0,0,0,,3,0.6,25,0,1,6,5.0,33,19,7,68.2,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,トヨタ自動車サンホークス,奈良ドリーマーズ
5,,柴田康平,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,トヨタ自動車サンホークス,奈良ドリーマーズ
7,,岸森翼,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,トヨタ自動車サンホークス,奈良ドリーマーズ
8,,山岡龍司,5,■,■,■,■,■,1,0,0,0.0,,0,0,0,,0,,16,1,2,3,7.8,0,0,0,,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,トヨタ自動車サンホークス,奈良ドリーマーズ
9,,平野太一,5,■,■,■,■,■,14,7,2,50.0,1.4,0,0,0,,2,0.4,16,0,0,4,6.2,1,1,0,100.0,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,トヨタ自動車サンホークス,奈良ドリーマーズ
10,,川端下大,2,■,■,,,,3,1,1,33.3,0.5,1,0,1,0.0,0,,3,1,0,1,41.7,0,0,0,,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,トヨタ自動車サンホークス,奈良ドリーマーズ
11,L,福島孝輝,5,●,●,●,●,●,0,0,0,,,0,0,0,,0,,0,0,0,0,,13,9,2,76.9,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,トヨタ自動車サンホークス,奈良ドリーマーズ
12,,石黒拓未,5,■,■,■,■,■,15,9,0,60.0,1.8,0,0,0,,4,0.8,12,0,7,2,-10.4,1,0,0,0.0,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,トヨタ自動車サンホークス,奈良ドリーマーズ
13,,佃壮悟,5,□,□,■,■,■,18,6,2,33.3,1.2,0,0,0,,0,,13,0,2,1,-1.9,29,13,6,55.2,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,トヨタ自動車サンホークス,奈良ドリーマーズ
16,,吉岡衛,5,■,■,■,■,■,49,22,5,44.9,4.4,12,8,2,66.7,1,0.2,19,0,3,4,1.3,6,3,0,50.0,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,トヨタ自動車サンホークス,奈良ドリーマーズ
18,,上坂将輝,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,トヨタ自動車サンホークス,奈良ドリーマーズ
19,,大野祐大朗,3,,,□,□,□,0,0,0,,,0,0,0,,0,,3,0,0,0,0.0,0,0,0,,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,トヨタ自動車サンホークス,奈良ドリーマーズ
22,,神代優司,3,,□,□,□,,0,0,0,,,0,0,0,,0,,4,0,0,2,12.5,0,0,0,,768,2022-11-06,京都府,舞鶴文化公園体育館,330,16:00,17:59,1:59,北村友香,辻本貴大,梅﨑幸人,元木麗,トヨタ自動車サンホークス,奈良ドリーマーズ
2,,瀬利純樹,1,,,,□,,0,0,0,,,0,0,0,,0,,0,0,0,0,,1,0,1,50.0,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,福岡ウイニングスピリッツ,トヨタモビリティ東京スパークル
3,,内田恒輝,3,■,■,■,,,3,0,0,0.0,,0,0,0,,3,1.0,11,0,1,2,2.3,0,0,0,,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,福岡ウイニングスピリッツ,トヨタモビリティ東京スパークル
4,,岡本祥吾,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,福岡ウイニングスピリッツ,トヨタモビリティ東京スパークル
5,,平島豊,4,■,■,■,■,,14,7,2,50.0,1.75,0,0,0,,2,0.5,14,0,1,3,3.6,0,0,0,,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,福岡ウイニングスピリッツ,トヨタモビリティ東京スパークル
6,L,田代浩輝,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,26,12,5,55.8,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,福岡ウイニングスピリッツ,トヨタモビリティ東京スパークル
7,,山下秀仁,4,■,■,■,■,,32,19,2,59.4,4.75,5,3,0,60.0,1,0.25,16,1,4,1,1.6,2,1,0,50.0,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,福岡ウイニングスピリッツ,トヨタモビリティ東京スパークル
8,,藤尾直道,3,,□,■,■,,4,3,0,75.0,1.0,0,0,0,,0,,6,0,1,1,0.0,22,17,3,84.1,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,福岡ウイニングスピリッツ,トヨタモビリティ東京スパークル
9,,金川昂平,1,,,,□,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,福岡ウイニングスピリッツ,トヨタモビリティ東京スパークル
10,,冨士田裕大,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,福岡ウイニングスピリッツ,トヨタモビリティ東京スパークル
21,L,大島拓也,1,,,,〇,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,福岡ウイニングスピリッツ,トヨタモビリティ東京スパークル
24,,日車恭輔,2,■,■,,,,9,5,0,55.6,2.5,2,1,0,50.0,1,0.5,7,1,2,2,14.3,2,0,1,25.0,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,福岡ウイニングスピリッツ,トヨタモビリティ東京スパークル
26,,轟木琉斗,4,■,■,■,■,,13,5,2,38.5,1.25,0,0,0,,2,0.5,12,0,1,3,4.2,0,0,0,,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,福岡ウイニングスピリッツ,トヨタモビリティ東京スパークル
33,,馬渡拓巳,4,■,■,■,■,,40,17,3,42.5,4.25,12,6,1,50.0,2,0.5,21,2,4,7,13.1,13,6,3,57.7,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,福岡ウイニングスピリッツ,トヨタモビリティ東京スパークル
35,,味吉二千翔,2,,,□,■,,1,0,0,0.0,,0,0,0,,0,,10,0,0,2,5.0,0,0,0,,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,福岡ウイニングスピリッツ,トヨタモビリティ東京スパークル
1,,岩阪健太郎,4,■,■,■,■,,7,2,1,28.6,0.5,0,0,0,,2,0.5,6,0,1,0,-4.2,0,0,0,,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,トヨタモビリティ東京スパークル,福岡ウイニングスピリッツ
2,,浅川眞希,4,■,□,□,□,,11,1,1,9.1,0.25,4,0,0,0.0,0,,4,0,1,1,0.0,0,0,0,,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,トヨタモビリティ東京スパークル,福岡ウイニングスピリッツ
3,,紅林宏輝,4,■,■,■,■,,34,11,4,32.4,2.75,1,0,1,0.0,0,,12,2,2,2,16.7,31,13,7,53.2,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,トヨタモビリティ東京スパークル,福岡ウイニングスピリッツ
4,,西河孝太,3,,■,■,■,,23,13,2,56.5,4.33,7,5,0,71.4,0,,12,1,0,2,12.5,0,0,0,,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,トヨタモビリティ東京スパークル,福岡ウイニングスピリッツ
6,,大貫智博,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,トヨタモビリティ東京スパークル,福岡ウイニングスピリッツ
9,,東拓巳,4,■,■,■,■,,19,4,2,21.1,1.0,1,0,0,0.0,1,0.25,15,0,3,7,6.7,24,10,6,54.2,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,トヨタモビリティ東京スパークル,福岡ウイニングスピリッツ
10,L,野田雄介,1,,,,〇,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,トヨタモビリティ東京スパークル,福岡ウイニングスピリッツ
15,L,新山駿,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,24,14,7,72.9,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,トヨタモビリティ東京スパークル,福岡ウイニングスピリッツ
17,,筧颯斗,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,トヨタモビリティ東京スパークル,福岡ウイニングスピリッツ
18,,鈴木浩大,2,■,,,□,,0,0,0,,,0,0,0,,0,,4,0,0,1,6.2,0,0,0,,764,2022-11-05,福岡県,久留米総合スポーツセンター,150,13:00,14:34,1:34,塚本健,森山真梨絵,須藤義宏,賀来愛実,トヨタモビリティ東京スパークル,福岡ウイニングスピリッツ
