No.,L,Player,Set,1set,2set,3set,4set,5set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Team,Op.Team
14,,小林雅治,4,■,■,■,■,,15,7,0,46.7,1.75,0,0,0,,1,0.25,14,0,0,0,0.0,1,1,0,100.0,793,2022-12-03,長野県,須坂市市民体育館,210,13:00,15:01,2:01,三見洋子,立花法真沙,北原良太,穂苅みずき,長野GaRons,クボタスピアーズ
15,,多田将希,1,,,,□,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,793,2022-12-03,長野県,須坂市市民体育館,210,13:00,15:01,2:01,三見洋子,立花法真沙,北原良太,穂苅みずき,長野GaRons,クボタスピアーズ
18,,中條立樹,1,,,□,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,793,2022-12-03,長野県,須坂市市民体育館,210,13:00,15:01,2:01,三見洋子,立花法真沙,北原良太,穂苅みずき,長野GaRons,クボタスピアーズ
1,,鎌苅翔,3,■,■,,■,,10,8,0,80.0,2.67,0,0,0,,2,0.67,12,0,1,1,0.0,3,1,2,66.7,793,2022-12-03,長野県,須坂市市民体育館,210,13:00,15:01,2:01,三見洋子,立花法真沙,北原良太,穂苅みずき,クボタスピアーズ,長野GaRons
2,,赤松圭介,4,■,■,■,■,,23,13,3,56.5,3.25,2,1,1,50.0,3,0.75,14,0,3,2,-1.8,9,3,3,50.0,793,2022-12-03,長野県,須坂市市民体育館,210,13:00,15:01,2:01,三見洋子,立花法真沙,北原良太,穂苅みずき,クボタスピアーズ,長野GaRons
3,L,早瀬川雄也,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,40,20,10,62.5,793,2022-12-03,長野県,須坂市市民体育館,210,13:00,15:01,2:01,三見洋子,立花法真沙,北原良太,穂苅みずき,クボタスピアーズ,長野GaRons
4,,岡崎誠,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,793,2022-12-03,長野県,須坂市市民体育館,210,13:00,15:01,2:01,三見洋子,立花法真沙,北原良太,穂苅みずき,クボタスピアーズ,長野GaRons
5,,丸一達也,1,,,■,,,6,3,0,50.0,3.0,0,0,0,,0,,7,0,3,0,-10.7,1,0,1,50.0,793,2022-12-03,長野県,須坂市市民体育館,210,13:00,15:01,2:01,三見洋子,立花法真沙,北原良太,穂苅みずき,クボタスピアーズ,長野GaRons
7,,蓑田蓮,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,793,2022-12-03,長野県,須坂市市民体育館,210,13:00,15:01,2:01,三見洋子,立花法真沙,北原良太,穂苅みずき,クボタスピアーズ,長野GaRons
9,,田中誠,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,793,2022-12-03,長野県,須坂市市民体育館,210,13:00,15:01,2:01,三見洋子,立花法真沙,北原良太,穂苅みずき,クボタスピアーズ,長野GaRons
10,,増田宏人,4,■,■,■,■,,18,9,1,50.0,2.25,0,0,0,,0,,18,1,2,6,11.1,1,1,0,100.0,793,2022-12-03,長野県,須坂市市民体育館,210,13:00,15:01,2:01,三見洋子,立花法真沙,北原良太,穂苅みずき,クボタスピアーズ,長野GaRons
11,,枡富滉,4,■,■,■,■,,25,9,4,36.0,2.25,3,1,1,33.3,4,1.0,17,1,0,4,11.8,34,20,10,73.5,793,2022-12-03,長野県,須坂市市民体育館,210,13:00,15:01,2:01,三見洋子,立花法真沙,北原良太,穂苅みずき,クボタスピアーズ,長野GaRons
14,,井上大地,4,■,■,■,■,,49,23,4,46.9,5.75,17,9,2,52.9,0,,18,3,2,4,19.4,0,0,0,,793,2022-12-03,長野県,須坂市市民体育館,210,13:00,15:01,2:01,三見洋子,立花法真沙,北原良太,穂苅みずき,クボタスピアーズ,長野GaRons
17,,田中伸哉,4,□,□,□,□,,0,0,0,,,0,0,0,,0,,9,0,0,3,8.3,3,1,1,50.0,793,2022-12-03,長野県,須坂市市民体育館,210,13:00,15:01,2:01,三見洋子,立花法真沙,北原良太,穂苅みずき,クボタスピアーズ,長野GaRons
24,,大崎世惇,4,■,■,■,■,,3,1,0,33.3,0.25,0,0,0,,4,1.0,16,1,1,5,12.5,0,0,0,,793,2022-12-03,長野県,須坂市市民体育館,210,13:00,15:01,2:01,三見洋子,立花法真沙,北原良太,穂苅みずき,クボタスピアーズ,長野GaRons
1,,松下祐太,3,□,□,□,,,2,1,0,50.0,0.33,0,0,0,,0,,2,0,0,0,0.0,8,4,3,68.8,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,長野GaRons,クボタスピアーズ
2,,鰐川怜児,2,■,,□,,,8,4,1,50.0,2.0,4,2,1,50.0,0,,3,0,1,1,0.0,0,0,0,,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,長野GaRons,クボタスピアーズ
3,,高井大輝,3,■,■,■,,,0,0,0,,,0,0,0,,0,,16,2,0,2,15.6,0,0,0,,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,長野GaRons,クボタスピアーズ
4,,福池凌太,3,■,■,■,,,21,13,3,61.9,4.33,5,2,1,40.0,0,,12,1,7,0,-6.2,7,0,3,21.4,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,長野GaRons,クボタスピアーズ
5,,浅田潮,3,■,■,■,,,9,4,1,44.4,1.33,2,1,0,50.0,1,0.33,8,0,1,2,3.1,16,7,5,59.4,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,長野GaRons,クボタスピアーズ
7,,齊藤優太,3,□,■,■,,,6,3,0,50.0,1.0,0,0,0,,0,,7,0,2,1,-3.6,1,1,0,100.0,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,長野GaRons,クボタスピアーズ
9,,荻野颯大,1,,,□,,,0,0,0,,,0,0,0,,0,,2,0,1,1,0.0,0,0,0,,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,長野GaRons,クボタスピアーズ
10,L,難波宏冶,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,31,11,12,54.8,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,長野GaRons,クボタスピアーズ
12,,矢澤雅敦,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,長野GaRons,クボタスピアーズ
13,,今中聖也,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,長野GaRons,クボタスピアーズ
14,,小林雅治,3,■,■,■,,,9,5,0,55.6,1.67,0,0,0,,0,,11,0,1,5,9.1,1,1,0,100.0,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,長野GaRons,クボタスピアーズ
15,,多田将希,1,,,□,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,長野GaRons,クボタスピアーズ
16,,小林哲也,3,□,■,■,,,23,11,1,47.8,3.67,9,5,0,55.6,1,0.33,7,0,4,1,-10.7,0,0,0,,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,長野GaRons,クボタスピアーズ
18,,中條立樹,1,■,,,,,3,0,1,0.0,,0,0,0,,0,,3,0,0,1,8.3,0,0,0,,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,長野GaRons,クボタスピアーズ
1,,鎌苅翔,3,■,■,■,,,11,5,1,45.5,1.67,0,0,0,,3,1.0,10,0,2,0,-5.0,1,0,0,0.0,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,クボタスピアーズ,長野GaRons
2,,赤松圭介,3,■,■,■,,,11,7,2,63.6,2.33,3,0,2,0.0,1,0.33,10,0,2,1,-2.5,0,0,0,,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,クボタスピアーズ,長野GaRons
3,L,早瀬川雄也,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,29,10,11,53.4,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,クボタスピアーズ,長野GaRons
4,,岡崎誠,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,クボタスピアーズ,長野GaRons
5,,丸一達也,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,クボタスピアーズ,長野GaRons
7,,蓑田蓮,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,クボタスピアーズ,長野GaRons
9,,田中誠,3,■,■,■,,,3,2,1,66.7,0.67,0,0,0,,0,,11,0,0,1,2.3,0,0,0,,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,クボタスピアーズ,長野GaRons
10,,増田宏人,3,■,■,■,,,9,5,0,55.6,1.67,0,0,0,,3,1.0,16,1,3,7,12.5,0,0,0,,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,クボタスピアーズ,長野GaRons
11,,枡富滉,3,■,■,■,,,7,5,0,71.4,1.67,0,0,0,,3,1.0,12,0,0,3,6.2,19,13,0,68.4,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,クボタスピアーズ,長野GaRons
14,,井上大地,3,■,■,■,,,23,12,2,52.2,4.0,11,6,1,54.5,1,0.33,13,0,3,5,3.8,0,0,0,,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,クボタスピアーズ,長野GaRons
17,,田中伸哉,3,□,□,□,,,0,0,0,,,0,0,0,,0,,3,0,0,0,0.0,4,2,1,62.5,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,クボタスピアーズ,長野GaRons
24,,大崎世惇,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,798,2022-12-04,長野県,須坂市市民体育館,230,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,クボタスピアーズ,長野GaRons
1,,西村駿佑,3,■,■,■,,,15,11,1,73.3,3.67,2,1,1,50.0,0,,13,0,0,3,5.8,19,13,2,73.7,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,トヨタ自動車サンホークス,近畿クラブスフィーダ
7,,岸森翼,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,トヨタ自動車サンホークス,近畿クラブスフィーダ
8,,山岡龍司,3,■,■,■,,,0,0,0,,,0,0,0,,3,1.0,9,0,2,2,0.0,0,0,0,,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,トヨタ自動車サンホークス,近畿クラブスフィーダ
9,,平野太一,3,■,■,■,,,7,6,0,85.7,2.0,0,0,0,,0,,13,0,1,3,3.8,0,0,0,,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,トヨタ自動車サンホークス,近畿クラブスフィーダ
10,,川端下大,3,■,■,■,,,19,9,1,47.4,3.0,1,0,0,0.0,0,,16,0,3,4,1.6,0,0,0,,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,トヨタ自動車サンホークス,近畿クラブスフィーダ
11,,福島孝輝,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,トヨタ自動車サンホークス,近畿クラブスフィーダ
12,,石黒拓未,3,■,■,■,,,9,5,2,55.6,1.67,0,0,0,,1,0.33,9,1,0,5,25.0,0,0,0,,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,トヨタ自動車サンホークス,近畿クラブスフィーダ
13,,佃壮悟,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,トヨタ自動車サンホークス,近畿クラブスフィーダ
16,,吉岡衛,3,■,■,■,,,25,16,1,64.0,5.33,2,2,0,100.0,4,1.33,13,0,0,5,9.6,4,3,0,75.0,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,トヨタ自動車サンホークス,近畿クラブスフィーダ
18,,上坂将輝,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,トヨタ自動車サンホークス,近畿クラブスフィーダ
19,,大野祐大朗,2,,□,□,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,2,2,0,100.0,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,トヨタ自動車サンホークス,近畿クラブスフィーダ
22,L,神代優司,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,18,6,5,47.2,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,トヨタ自動車サンホークス,近畿クラブスフィーダ
1,,山本映樹,2,■,■,,,,10,5,1,50.0,2.5,0,0,0,,0,,6,0,0,2,8.3,0,0,0,,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,近畿クラブスフィーダ,トヨタ自動車サンホークス
8,,谷口晴彦,3,□,□,■,,,7,1,2,14.3,0.33,2,0,1,0.0,0,,4,1,0,2,37.5,0,0,0,,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,近畿クラブスフィーダ,トヨタ自動車サンホークス
9,,北村宏樹,3,□,■,■,,,10,3,1,30.0,1.0,0,0,0,,0,,6,1,1,0,12.5,31,14,5,53.2,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,近畿クラブスフィーダ,トヨタ自動車サンホークス
11,,本多駿,3,■,■,■,,,31,7,2,22.6,2.33,2,1,0,50.0,0,,7,0,2,0,-7.1,5,5,0,100.0,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,近畿クラブスフィーダ,トヨタ自動車サンホークス
13,,那須野裕進,1,■,,,,,3,1,0,33.3,1.0,0,0,0,,0,,3,0,1,0,-8.3,0,0,0,,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,近畿クラブスフィーダ,トヨタ自動車サンホークス
17,,友渕瑠宇久,1,,,□,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,近畿クラブスフィーダ,トヨタ自動車サンホークス
26,,伴大輝,3,■,■,■,,,11,5,0,45.5,1.67,0,0,0,,1,0.33,8,1,2,1,9.4,1,1,0,100.0,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,近畿クラブスフィーダ,トヨタ自動車サンホークス
28,,永瀬壮人,2,■,,□,,,6,2,2,33.3,1.0,0,0,0,,0,,4,0,2,1,-6.2,16,8,5,65.6,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,近畿クラブスフィーダ,トヨタ自動車サンホークス
29,,久保田雄,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,,1,0.33,7,0,0,3,10.7,0,0,0,,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,近畿クラブスフィーダ,トヨタ自動車サンホークス
35,,中越敬大,2,□,□,,,,0,0,0,,,0,0,0,,0,,3,0,0,1,8.3,0,0,0,,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,近畿クラブスフィーダ,トヨタ自動車サンホークス
36,L,熊谷航,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,14,5,1,39.3,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,近畿クラブスフィーダ,トヨタ自動車サンホークス
37,,山本希望,2,,■,■,,,9,4,1,44.4,2.0,0,0,0,,2,1.0,3,0,0,0,0.0,0,0,0,,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,近畿クラブスフィーダ,トヨタ自動車サンホークス
1,,西村駿佑,3,■,■,■,,,10,5,1,50.0,1.67,1,0,1,0.0,1,0.33,8,0,0,3,9.4,27,9,3,38.9,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,トヨタ自動車サンホークス,近畿クラブスフィーダ
7,,岸森翼,1,,,□,,,0,0,0,,,0,0,0,,0,,1,0,1,0,-25.0,0,0,0,,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,トヨタ自動車サンホークス,近畿クラブスフィーダ
8,,山岡龍司,3,■,■,■,,,0,0,0,,,0,0,0,,1,0.33,9,0,3,2,-2.8,1,0,0,0.0,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,トヨタ自動車サンホークス,近畿クラブスフィーダ
9,,平野太一,3,■,■,■,,,6,4,1,66.7,1.33,0,0,0,,1,0.33,15,0,2,4,3.3,0,0,0,,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,トヨタ自動車サンホークス,近畿クラブスフィーダ
10,,川端下大,3,■,■,■,,,17,12,0,70.6,4.0,0,0,0,,2,0.67,10,0,4,2,-5.0,0,0,0,,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,トヨタ自動車サンホークス,近畿クラブスフィーダ
11,L,福島孝輝,1,●,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,トヨタ自動車サンホークス,近畿クラブスフィーダ
12,,石黒拓未,3,■,■,■,,,8,8,0,100.0,2.67,0,0,0,,6,2.0,7,1,1,1,14.3,0,0,0,,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,トヨタ自動車サンホークス,近畿クラブスフィーダ
13,,佃壮悟,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,トヨタ自動車サンホークス,近畿クラブスフィーダ
16,,吉岡衛,3,■,■,■,,,30,15,3,50.0,5.0,7,2,1,28.6,1,0.33,20,1,2,7,11.2,4,3,0,75.0,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,トヨタ自動車サンホークス,近畿クラブスフィーダ
18,,上坂将輝,1,,,□,,,1,0,0,0.0,,0,0,0,,0,,1,0,1,0,-25.0,0,0,0,,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,トヨタ自動車サンホークス,近畿クラブスフィーダ
19,,大野祐大朗,3,□,□,□,,,0,0,0,,,0,0,0,,0,,2,0,0,0,0.0,1,0,0,0.0,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,トヨタ自動車サンホークス,近畿クラブスフィーダ
22,L,神代優司,3,〇,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,15,7,3,56.7,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,トヨタ自動車サンホークス,近畿クラブスフィーダ
1,,山本映樹,1,,□,,,,0,0,0,,,0,0,0,,0,,1,0,1,0,-25.0,0,0,0,,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,近畿クラブスフィーダ,トヨタ自動車サンホークス
8,,谷口晴彦,3,■,■,■,,,18,8,2,44.4,2.67,6,3,1,50.0,0,,12,1,1,6,18.8,0,0,0,,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,近畿クラブスフィーダ,トヨタ自動車サンホークス
9,,北村宏樹,3,■,■,■,,,22,8,0,36.4,2.67,3,1,0,33.3,0,,10,0,0,5,12.5,18,14,1,80.6,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,近畿クラブスフィーダ,トヨタ自動車サンホークス
11,,本多駿,1,,,■,,,5,1,1,20.0,1.0,1,0,1,0.0,0,,2,0,0,2,25.0,1,1,0,100.0,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,近畿クラブスフィーダ,トヨタ自動車サンホークス
13,,那須野裕進,3,■,■,■,,,6,4,1,66.7,1.33,0,0,0,,0,,8,0,2,0,-6.2,0,0,0,,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,近畿クラブスフィーダ,トヨタ自動車サンホークス
17,,友渕瑠宇久,1,,□,,,,3,0,0,0.0,,0,0,0,,0,,1,0,0,0,0.0,2,1,1,75.0,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,近畿クラブスフィーダ,トヨタ自動車サンホークス
26,,伴大輝,3,■,■,■,,,16,3,4,18.8,1.0,0,0,0,,3,1.0,5,0,0,2,10.0,0,0,0,,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,近畿クラブスフィーダ,トヨタ自動車サンホークス
28,,永瀬壮人,2,■,■,,,,11,4,1,36.4,2.0,0,0,0,,0,,6,0,1,4,12.5,15,9,0,60.0,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,近畿クラブスフィーダ,トヨタ自動車サンホークス
29,,久保田雄,3,■,■,■,,,1,0,0,0.0,,0,0,0,,0,,6,0,0,3,12.5,0,0,0,,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,近畿クラブスフィーダ,トヨタ自動車サンホークス
35,,中越敬大,2,□,□,,,,0,0,0,,,0,0,0,,0,,2,0,0,0,0.0,0,0,0,,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,近畿クラブスフィーダ,トヨタ自動車サンホークス
36,L,熊谷航,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,23,10,1,45.7,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,近畿クラブスフィーダ,トヨタ自動車サンホークス
37,,山本希望,1,,,□,,,0,0,0,,,0,0,0,,0,,1,0,0,1,25.0,0,0,0,,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,近畿クラブスフィーダ,トヨタ自動車サンホークス
5,,中西翔太,3,□,□,■,,,13,7,2,53.8,2.33,2,0,1,0.0,0,,3,0,1,1,0.0,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
7,,有津翔太,3,■,■,■,,,11,7,0,63.6,2.33,1,0,0,0.0,2,0.67,15,2,0,3,18.3,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
