No.,L,Player,Set,1set,2set,3set,4set,5set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Team,Op.Team,Point
28,,黒田茉央,4,■,■,■,■,,2,0,0,0.0,,0,0,0,,0,,14,0,1,2,1.8,0,0,0,,695,2023-01-15,東京都,荒川総合スポーツセンター,325,15:00,17:03,2:03,大塚達也,赤川孝義,森山真理子,金廣美喜夫,GSS東京サンビームズ,JAぎふリオレーナ,0
1,,高石明美,4,■,■,■,■,,51,21,2,41.2,5.25,0,0,0,,2,0.5,18,1,1,5,11.1,0,0,0,,695,2023-01-15,東京都,荒川総合スポーツセンター,325,15:00,17:03,2:03,大塚達也,赤川孝義,森山真理子,金廣美喜夫,JAぎふリオレーナ,GSS東京サンビームズ,24
2,,山根茉唯加,4,■,■,■,■,,24,9,1,37.5,2.25,0,0,0,,1,0.25,11,2,3,3,18.2,11,3,5,50.0,695,2023-01-15,東京都,荒川総合スポーツセンター,325,15:00,17:03,2:03,大塚達也,赤川孝義,森山真理子,金廣美喜夫,JAぎふリオレーナ,GSS東京サンビームズ,12
3,,梅田莉樹子,4,■,■,■,■,,18,8,0,44.4,2.0,0,0,0,,1,0.25,15,1,3,5,10.0,0,0,0,,695,2023-01-15,東京都,荒川総合スポーツセンター,325,15:00,17:03,2:03,大塚達也,赤川孝義,森山真理子,金廣美喜夫,JAぎふリオレーナ,GSS東京サンビームズ,10
4,,皆川莉乃,4,■,■,■,■,,28,11,4,39.3,2.75,1,0,0,0.0,3,0.75,13,1,0,3,13.5,1,1,0,100.0,695,2023-01-15,東京都,荒川総合スポーツセンター,325,15:00,17:03,2:03,大塚達也,赤川孝義,森山真理子,金廣美喜夫,JAぎふリオレーナ,GSS東京サンビームズ,15
5,,山本裕香,4,■,■,■,■,,56,21,3,37.5,5.25,0,0,0,,0,,19,0,1,7,7.9,45,18,10,51.1,695,2023-01-15,東京都,荒川総合スポーツセンター,325,15:00,17:03,2:03,大塚達也,赤川孝義,森山真理子,金廣美喜夫,JAぎふリオレーナ,GSS東京サンビームズ,21
6,,宮井遥,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,695,2023-01-15,東京都,荒川総合スポーツセンター,325,15:00,17:03,2:03,大塚達也,赤川孝義,森山真理子,金廣美喜夫,JAぎふリオレーナ,GSS東京サンビームズ,0
7,L,加藤萌,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,18,3,9,41.7,695,2023-01-15,東京都,荒川総合スポーツセンター,325,15:00,17:03,2:03,大塚達也,赤川孝義,森山真理子,金廣美喜夫,JAぎふリオレーナ,GSS東京サンビームズ,0
8,,中尾千尋,4,□,□,□,□,,0,0,0,,,0,0,0,,0,,5,0,1,2,5.0,0,0,0,,695,2023-01-15,東京都,荒川総合スポーツセンター,325,15:00,17:03,2:03,大塚達也,赤川孝義,森山真理子,金廣美喜夫,JAぎふリオレーナ,GSS東京サンビームズ,0
12,L,野毛かえで,4,〇,〇,〇,〇,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,695,2023-01-15,東京都,荒川総合スポーツセンター,325,15:00,17:03,2:03,大塚達也,赤川孝義,森山真理子,金廣美喜夫,JAぎふリオレーナ,GSS東京サンビームズ,0
16,,西條華子,4,□,□,□,□,,9,2,1,22.2,0.5,0,0,0,,0,,5,0,0,1,5.0,11,6,2,63.6,695,2023-01-15,東京都,荒川総合スポーツセンター,325,15:00,17:03,2:03,大塚達也,赤川孝義,森山真理子,金廣美喜夫,JAぎふリオレーナ,GSS東京サンビームズ,2
17,,唐川愛璃,4,■,■,■,■,,4,0,0,0.0,,0,0,0,,0,,15,1,1,4,11.7,0,0,0,,695,2023-01-15,東京都,荒川総合スポーツセンター,325,15:00,17:03,2:03,大塚達也,赤川孝義,森山真理子,金廣美喜夫,JAぎふリオレーナ,GSS東京サンビームズ,1
19,,柳沼優花,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,695,2023-01-15,東京都,荒川総合スポーツセンター,325,15:00,17:03,2:03,大塚達也,赤川孝義,森山真理子,金廣美喜夫,JAぎふリオレーナ,GSS東京サンビームズ,0
1,,高石明美,4,■,■,■,■,,48,18,3,37.5,4.5,4,3,0,75.0,0,,18,0,0,4,5.6,0,0,0,,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,18
2,,山根茉唯加,4,■,■,■,■,,41,15,4,36.6,3.75,2,0,1,0.0,2,0.5,16,0,4,3,-1.6,19,3,6,31.6,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,17
3,,梅田莉樹子,4,■,■,■,■,,14,8,1,57.1,2.0,0,0,0,,1,0.25,21,3,2,5,17.9,0,0,0,,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,12
4,,皆川莉乃,4,■,■,■,■,,17,4,2,23.5,1.0,0,0,0,,0,,7,0,0,1,3.6,1,0,1,50.0,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,4
5,,山本裕香,4,■,■,■,■,,53,15,4,28.3,3.75,0,0,0,,1,0.25,12,0,1,2,2.1,47,17,9,45.7,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,16
7,L,加藤萌,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,19,10,3,60.5,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,0
8,,中尾千尋,2,□,,,□,,0,0,0,,,0,0,0,,0,,2,0,0,0,0.0,0,0,0,,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,0
11,,三宅楓,2,,□,,□,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,0
12,L,野毛かえで,4,〇,〇,〇,〇,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,0
16,,西條華子,3,□,□,,□,,0,0,0,,,0,0,0,,0,,0,0,0,0,,2,0,0,0.0,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,0
17,,唐川愛璃,4,■,■,■,■,,0,0,0,,,0,0,0,,1,0.25,13,0,0,4,7.7,0,0,0,,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,1
19,,柳沼優花,1,,,□,,,3,1,0,33.3,1.0,0,0,0,,0,,0,0,0,0,,2,0,0,0.0,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,1
1,,オケケアルメソマチ,4,■,■,■,■,,32,8,3,25.0,2.0,3,1,1,33.3,4,1.0,13,1,2,3,9.6,0,0,0,,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,13
2,,前田美紅,4,■,■,■,■,,36,15,3,41.7,3.75,4,0,0,0.0,1,0.25,20,1,1,4,8.8,28,18,4,71.4,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,17
3,,木村友里,2,■,■,,,,16,7,0,43.8,3.5,0,0,0,,0,,8,0,0,5,15.6,15,7,2,53.3,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,7
4,,菅原里奈,3,■,■,■,,,10,3,1,30.0,1.0,0,0,0,,1,0.33,6,0,0,5,20.8,0,0,0,,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,4
6,,宮本菜月,1,,□,,,,2,1,0,50.0,1.0,0,0,0,,0,,0,0,0,0,,0,0,0,,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,1
7,,伊藤摩耶,4,■,■,■,■,,19,9,1,47.4,2.25,0,0,0,,3,0.75,11,0,1,6,11.4,0,0,0,,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,12
9,,草島華穂,1,,,,□,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,0
10,,柳沢紫子,3,,□,□,■,,10,6,0,60.0,2.0,0,0,0,,1,0.33,14,2,0,3,19.6,0,0,0,,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,9
12,,石盛めるも,4,■,■,■,■,,1,0,0,0.0,,0,0,0,,1,0.25,14,0,0,6,10.7,0,0,0,,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,1
14,,長尾のどか,1,,□,,,,0,0,0,,,0,0,0,,0,,1,0,1,0,-25.0,0,0,0,,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,0
16,,角田南見,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,0
17,,有村涼美,3,,□,■,■,,22,5,1,22.7,1.67,3,0,0,0.0,1,0.33,9,1,2,4,16.7,24,14,4,66.7,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,7
18,,佐藤菜々美,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,0
19,L,有薗未也美,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,15,8,3,63.3,696,2023-01-21,岐阜県,岐阜メモリアルセンター で愛ドーム,1447,12:05,13:52,1:47,廣田修二,天野圭祐,成瀬修平,岡田功太,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,0
1,,高石明美,4,■,■,■,■,,59,14,7,23.7,3.5,4,0,0,0.0,1,0.25,18,0,3,7,5.6,1,1,0,100.0,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,JAぎふリオレーナ,GSS東京サンビームズ,15
2,,山根茉唯加,4,■,■,■,■,,34,14,2,41.2,3.5,1,1,0,100.0,1,0.25,9,0,1,1,0.0,12,7,1,62.5,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,JAぎふリオレーナ,GSS東京サンビームズ,15
3,,梅田莉樹子,4,■,■,■,■,,21,11,0,52.4,2.75,0,0,0,,0,,12,1,1,6,18.8,0,0,0,,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,JAぎふリオレーナ,GSS東京サンビームズ,12
4,,皆川莉乃,4,■,■,■,■,,30,15,0,50.0,3.75,0,0,0,,1,0.25,16,1,0,2,9.4,6,6,0,100.0,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,JAぎふリオレーナ,GSS東京サンビームズ,17
5,,山本裕香,3,■,■,,□,,27,2,1,7.4,0.67,0,0,0,,0,,7,0,0,2,7.1,26,21,0,80.8,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,JAぎふリオレーナ,GSS東京サンビームズ,2
7,L,加藤萌,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,3,3,0,100.0,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,JAぎふリオレーナ,GSS東京サンビームズ,0
8,,中尾千尋,2,□,□,,,,0,0,0,,,0,0,0,,0,,2,0,1,0,-12.5,0,0,0,,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,JAぎふリオレーナ,GSS東京サンビームズ,0
11,,三宅楓,1,,,,□,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,JAぎふリオレーナ,GSS東京サンビームズ,0
12,L,野毛かえで,4,〇,〇,〇,〇,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,JAぎふリオレーナ,GSS東京サンビームズ,0
16,,西條華子,4,□,□,□,□,,6,1,0,16.7,0.25,0,0,0,,0,,6,1,0,1,20.8,7,6,0,85.7,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,JAぎふリオレーナ,GSS東京サンビームズ,2
17,,唐川愛璃,4,■,■,■,■,,1,0,0,0.0,,0,0,0,,1,0.25,19,0,2,6,5.3,2,0,0,0.0,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,JAぎふリオレーナ,GSS東京サンビームズ,1
19,,柳沼優花,3,,□,■,■,,25,11,0,44.0,3.67,0,0,0,,0,,6,0,0,2,8.3,16,10,1,65.6,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,JAぎふリオレーナ,GSS東京サンビームズ,11
3,,合屋咲希,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,GSS東京サンビームズ,JAぎふリオレーナ,0
5,,色摩知巳,4,■,■,■,■,,31,9,2,29.0,2.25,2,0,0,0.0,2,0.5,10,0,1,2,2.5,1,0,0,0.0,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,GSS東京サンビームズ,JAぎふリオレーナ,11
6,,勝見咲子,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,GSS東京サンビームズ,JAぎふリオレーナ,0
10,,菊地零,4,■,■,■,■,,22,4,3,18.2,1.0,0,0,0,,3,0.75,11,0,0,1,2.3,4,2,0,50.0,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,GSS東京サンビームズ,JAぎふリオレーナ,7
12,,中澤恵,4,■,■,■,■,,55,12,1,21.8,3.0,1,0,0,0.0,2,0.5,14,0,5,4,-1.8,26,12,1,48.1,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,GSS東京サンビームズ,JAぎふリオレーナ,14
14,,森田英莉,4,■,■,■,■,,12,3,0,25.0,0.75,0,0,0,,0,,16,0,0,7,10.9,30,22,2,76.7,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,GSS東京サンビームズ,JAぎふリオレーナ,3
15,,伊藤きわ美,4,□,□,□,□,,0,0,0,,,0,0,0,,0,,5,0,0,0,0.0,5,3,0,60.0,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,GSS東京サンビームズ,JAぎふリオレーナ,0
18,,及川佑加,4,■,■,■,■,,29,8,3,27.6,2.0,0,0,0,,2,0.5,10,0,1,0,-2.5,1,0,0,0.0,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,GSS東京サンビームズ,JAぎふリオレーナ,10
19,L,槇森有香,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,18,15,0,83.3,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,GSS東京サンビームズ,JAぎふリオレーナ,0
21,,張心穆意,4,■,■,■,■,,37,14,0,37.8,3.5,0,0,0,,0,,14,0,0,3,5.4,0,0,0,,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,GSS東京サンビームズ,JAぎふリオレーナ,14
22,,小泉海藍,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,GSS東京サンビームズ,JAぎふリオレーナ,0
26,L,畠山初音,4,〇,〇,〇,〇,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,GSS東京サンビームズ,JAぎふリオレーナ,0
27,,山本紗貴,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,GSS東京サンビームズ,JAぎふリオレーナ,0
28,,黒田茉央,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,700,2023-01-22,岐阜県,岐阜メモリアルセンター で愛ドーム,1546,12:05,13:57,1:52,廣田修二,天野圭祐,加藤知也,佐藤加奈,GSS東京サンビームズ,JAぎふリオレーナ,0
1,,若泉佳穂,3,■,■,■,,,29,10,3,34.5,3.33,7,1,2,14.3,0,,16,0,3,7,6.2,1,1,0,100.0,697,2023-01-21,静岡県,サーラグリーンアリーナ,1093,13:00,14:20,1:20,勝又正,山尾未来,八木珠希,戸塚靖,ブレス浜松,ヴィアティン三重,10
2,,中野祐希,3,■,■,■,,,8,5,0,62.5,1.67,0,0,0,,0,,15,0,0,8,13.3,0,0,0,,697,2023-01-21,静岡県,サーラグリーンアリーナ,1093,13:00,14:20,1:20,勝又正,山尾未来,八木珠希,戸塚靖,ブレス浜松,ヴィアティン三重,5
3,,播磨若奈,1,,,□,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,697,2023-01-21,静岡県,サーラグリーンアリーナ,1093,13:00,14:20,1:20,勝又正,山尾未来,八木珠希,戸塚靖,ブレス浜松,ヴィアティン三重,0
4,,アンドラデレイレライニ,3,■,■,■,,,45,20,1,44.4,6.67,10,3,0,30.0,1,0.33,16,2,3,2,10.9,13,9,1,73.1,697,2023-01-21,静岡県,サーラグリーンアリーナ,1093,13:00,14:20,1:20,勝又正,山尾未来,八木珠希,戸塚靖,ブレス浜松,ヴィアティン三重,23
