No.,L,Player,Set,1set,2set,3set,4set,5set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Team,Op.Team,Point
6,,古市彩音,1,,□,,,,2,1,1,50.0,1.0,0,0,0,,0,,1,0,1,0,-25.0,0,0,0,,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,群馬銀行グリーンウイングス,千葉エンゼルクロス,1
7,,藤井寧々,3,■,■,■,,,25,11,1,44.0,3.67,1,0,0,0.0,1,0.33,15,2,1,5,20.0,14,2,7,39.3,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,群馬銀行グリーンウイングス,千葉エンゼルクロス,14
8,,ハンタヴァエヴァンゲリア,1,,,□,,,9,5,1,55.6,5.0,0,0,0,,1,1.0,0,0,0,0,,3,2,1,83.3,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,群馬銀行グリーンウイングス,千葉エンゼルクロス,6
10,,白岩蘭奈,3,■,■,■,,,30,10,2,33.3,3.33,5,0,1,0.0,1,0.33,12,1,0,4,16.7,17,7,7,61.8,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,群馬銀行グリーンウイングス,千葉エンゼルクロス,12
11,,正木七海,1,□,,,,,5,1,0,20.0,1.0,0,0,0,,0,,0,0,0,0,,0,0,0,,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,群馬銀行グリーンウイングス,千葉エンゼルクロス,1
12,L,小林知加,3,〇,〇,〇,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,6,2,2,50.0,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,群馬銀行グリーンウイングス,千葉エンゼルクロス,0
13,,清水愛,3,■,■,■,,,16,3,0,18.8,1.0,0,0,0,,3,1.0,7,0,1,0,-3.6,0,0,0,,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,群馬銀行グリーンウイングス,千葉エンゼルクロス,6
15,,松尾奈津子,1,□,,,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,群馬銀行グリーンウイングス,千葉エンゼルクロス,0
17,,伊藤寿奈,3,■,■,■,,,16,7,1,43.8,2.33,0,0,0,,2,0.67,13,2,1,1,15.4,2,0,2,50.0,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,群馬銀行グリーンウイングス,千葉エンゼルクロス,11
18,,藤原愛,3,■,■,■,,,1,0,0,0.0,,0,0,0,,0,,11,0,0,3,6.8,0,0,0,,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,群馬銀行グリーンウイングス,千葉エンゼルクロス,0
2,,岡部美優,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,,0,,9,0,0,1,2.8,0,0,0,,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,千葉エンゼルクロス,群馬銀行グリーンウイングス,1
3,,黒田夢乃,3,□,□,□,,,0,0,0,,,0,0,0,,0,,4,0,0,1,6.2,6,3,2,66.7,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,千葉エンゼルクロス,群馬銀行グリーンウイングス,0
4,,石川綾菜,3,■,■,■,,,31,6,4,19.4,2.0,6,1,0,16.7,2,0.67,10,0,0,5,12.5,0,0,0,,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,千葉エンゼルクロス,群馬銀行グリーンウイングス,8
5,,森田紫,3,■,■,■,,,25,4,0,16.0,1.33,0,0,0,,2,0.67,11,0,0,4,9.1,0,0,0,,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,千葉エンゼルクロス,群馬銀行グリーンウイングス,6
6,,君島彩,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,千葉エンゼルクロス,群馬銀行グリーンウイングス,0
8,,森田実夢,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,千葉エンゼルクロス,群馬銀行グリーンウイングス,0
9,,岡村真衣,1,,□,,,,1,0,0,0.0,,0,0,0,,0,,2,0,0,0,0.0,0,0,0,,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,千葉エンゼルクロス,群馬銀行グリーンウイングス,0
10,,金井睦季,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,千葉エンゼルクロス,群馬銀行グリーンウイングス,0
11,,関根友香,3,■,■,■,,,15,5,1,33.3,1.67,0,0,0,,0,,9,0,1,3,5.6,0,0,0,,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,千葉エンゼルクロス,群馬銀行グリーンウイングス,5
12,,吉田奈未,3,■,■,■,,,25,9,2,36.0,3.0,0,0,0,,0,,9,0,0,2,5.6,13,4,3,42.3,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,千葉エンゼルクロス,群馬銀行グリーンウイングス,9
14,L,鶴ヶ崎佳寿葉,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,14,11,1,82.1,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,千葉エンゼルクロス,群馬銀行グリーンウイングス,0
15,,中島優花,3,■,■,■,,,27,9,3,33.3,3.0,0,0,0,,0,,2,0,0,0,0.0,34,10,13,48.5,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,千葉エンゼルクロス,群馬銀行グリーンウイングス,9
16,,名原寧音,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,646,2022-10-30,山形県,酒田市国体記念体育館,380,15:15,16:34,1:19,斎藤篤,伊藤薫,土屋美紀,渡部修,千葉エンゼルクロス,群馬銀行グリーンウイングス,0
1,,若泉佳穂,4,■,■,■,■,,46,20,3,43.5,5.0,15,5,3,33.3,0,,17,1,5,6,7.4,0,0,0,,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,ブレス浜松,JAぎふリオレーナ,21
2,,中野祐希,4,■,■,■,■,,18,8,1,44.4,2.0,0,0,0,,2,0.5,6,0,4,0,-16.7,0,0,0,,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,ブレス浜松,JAぎふリオレーナ,10
3,,播磨若奈,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,ブレス浜松,JAぎふリオレーナ,0
4,,アンドラデレイレライニ,2,,□,,□,,5,1,0,20.0,0.5,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,ブレス浜松,JAぎふリオレーナ,1
5,,丸山莉佳,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,ブレス浜松,JAぎふリオレーナ,0
6,,中野樹里,4,■,■,■,■,,33,9,2,27.3,2.25,4,0,0,0.0,2,0.5,18,1,4,6,8.3,32,19,7,70.3,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,ブレス浜松,JAぎふリオレーナ,12
7,,平井裕菜,4,■,■,■,■,,2,0,0,0.0,,0,0,0,,0,,14,0,1,3,3.6,1,0,0,0.0,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,ブレス浜松,JAぎふリオレーナ,0
8,,大谷瑞季,2,■,,□,,,6,3,1,50.0,1.5,1,0,0,0.0,0,,5,0,0,2,10.0,7,4,0,57.1,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,ブレス浜松,JAぎふリオレーナ,3
9,,山本実奈,1,,,,□,,1,1,0,100.0,1.0,0,0,0,,0,,0,0,0,0,,0,0,0,,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,ブレス浜松,JAぎふリオレーナ,1
11,,森木かれん,4,□,□,□,□,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,ブレス浜松,JAぎふリオレーナ,0
12,L,濱元さやか,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,15,6,4,53.3,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,ブレス浜松,JAぎふリオレーナ,0
13,,浅野奈菜,4,■,■,■,■,,17,3,0,17.6,0.75,0,0,0,,4,1.0,19,1,1,5,10.5,0,0,0,,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,ブレス浜松,JAぎふリオレーナ,8
21,,水上真悠子,3,,■,■,■,,21,5,0,23.8,1.67,3,1,0,33.3,3,1.0,15,0,2,3,1.7,20,13,2,70.0,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,ブレス浜松,JAぎふリオレーナ,8
1,,高石明美,4,■,■,■,■,,65,18,9,27.7,4.5,10,4,3,40.0,2,0.5,17,0,1,2,1.5,0,0,0,,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,JAぎふリオレーナ,ブレス浜松,20
2,,山根茉唯加,4,■,■,■,■,,48,15,3,31.2,3.75,2,0,1,0.0,0,,13,0,5,3,-3.8,29,10,8,48.3,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,JAぎふリオレーナ,ブレス浜松,15
3,,梅田莉樹子,4,■,■,■,■,,8,2,0,25.0,0.5,0,0,0,,1,0.25,20,0,5,9,5.0,2,2,0,100.0,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,JAぎふリオレーナ,ブレス浜松,3
4,,皆川莉乃,4,■,■,■,■,,24,8,0,33.3,2.0,0,0,0,,2,0.5,14,1,0,1,8.9,1,0,0,0.0,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,JAぎふリオレーナ,ブレス浜松,11
5,,山本裕香,3,,□,□,■,,18,8,0,44.4,2.67,0,0,0,,0,,5,0,1,1,0.0,15,7,2,53.3,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,JAぎふリオレーナ,ブレス浜松,8
6,,宮井遥,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,JAぎふリオレーナ,ブレス浜松,0
7,L,加藤萌,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,20,12,3,67.5,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,JAぎふリオレーナ,ブレス浜松,0
11,,三宅楓,4,■,■,■,■,,0,0,0,,,0,0,0,,0,,9,0,1,1,0.0,0,0,0,,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,JAぎふリオレーナ,ブレス浜松,0
12,L,野毛かえで,4,〇,〇,〇,〇,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,JAぎふリオレーナ,ブレス浜松,0
16,,西條華子,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,JAぎふリオレーナ,ブレス浜松,0
17,,唐川愛璃,3,,□,□,□,,0,0,0,,,0,0,0,,0,,4,1,0,0,25.0,0,0,0,,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,JAぎふリオレーナ,ブレス浜松,1
19,,柳沼優花,3,■,■,■,,,13,0,2,0.0,,0,0,0,,0,,7,0,0,2,7.1,11,3,3,40.9,643,2022-10-29,長野県,上田市自然運動公園総合体育館,340,12:00,13:47,1:47,小林朝実,中島俊昌,北原良太,樋口裕晃,JAぎふリオレーナ,ブレス浜松,0
1,,富澤結花,2,,□,□,,,6,3,1,50.0,1.5,2,1,0,50.0,1,0.5,7,0,0,1,3.6,6,3,1,58.3,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,4
2,,山村涼香,3,■,■,■,,,14,6,3,42.9,2.0,0,0,0,,0,,6,0,0,0,0.0,1,0,1,50.0,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,6
3,,小茂田夏海,3,■,■,■,,,17,8,2,47.1,2.67,1,0,1,0.0,1,0.33,9,1,0,1,13.9,0,0,0,,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,10
6,,佐藤未羽,3,■,■,■,,,18,6,0,33.3,2.0,0,0,0,,1,0.33,10,0,0,2,5.0,19,13,1,71.1,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,7
7,,村山美佳,3,■,■,■,,,44,18,1,40.9,6.0,10,6,0,60.0,3,1.0,19,0,1,6,6.6,0,0,0,,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,21
8,,横田実穂,3,■,■,■,,,5,0,0,0.0,,0,0,0,,0,,13,1,1,5,15.4,0,0,0,,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,1
9,,岩本周加,2,□,,□,,,0,0,0,,,0,0,0,,0,,3,0,0,1,8.3,0,0,0,,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,0
10,L,貝塚穂,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,17,12,2,76.5,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,0
11,,平原果歩,3,■,■,■,,,27,7,4,25.9,2.33,1,0,0,0.0,0,,5,0,0,2,10.0,7,5,0,71.4,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,7
12,,神田さくら,1,,□,,,,1,0,1,0.0,,0,0,0,,1,1.0,0,0,0,0,,0,0,0,,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,1
14,,中田唯香,1,,□,,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,0
15,,藤岡智恵美,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,0
16,,白石ふう香,1,,,□,,,0,0,0,,,0,0,0,,0,,1,0,0,1,25.0,0,0,0,,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,0
3,,合屋咲希,3,■,■,■,,,23,1,5,4.3,0.33,2,0,0,0.0,0,,7,0,1,3,7.1,27,18,0,66.7,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,1
5,,色摩知巳,1,□,,,,,2,1,0,50.0,1.0,0,0,0,,0,,0,0,0,0,,0,0,0,,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,1
6,,勝見咲子,3,■,■,■,,,35,6,2,17.1,2.0,4,0,0,0.0,0,,9,0,2,2,0.0,6,4,0,66.7,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,6
8,,野嶋華鈴,3,■,■,■,,,27,10,1,37.0,3.33,2,1,0,50.0,0,,7,0,0,1,3.6,11,4,3,50.0,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,10
10,,菊地零,3,□,□,□,,,6,3,0,50.0,1.0,0,0,0,,1,0.33,3,0,0,0,0.0,2,1,1,75.0,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,4
14,,森田英莉,2,■,■,,,,1,0,0,0.0,,0,0,0,,0,,3,0,0,0,0.0,0,0,0,,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0
15,,伊藤きわ美,2,,□,□,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,1,1,0,100.0,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0
18,,及川佑加,2,■,■,,,,10,1,1,10.0,0.5,0,0,0,,0,,6,0,1,0,-4.2,0,0,0,,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,1
19,L,槇森有香,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,18,6,7,52.8,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0
21,,張心穆意,3,■,■,■,,,30,7,0,23.3,2.33,0,0,0,,2,0.67,8,0,0,3,9.4,1,0,0,0.0,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,9
22,,小泉海藍,1,,,■,,,7,3,0,42.9,3.0,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,3
23,L,工藤綾乃,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,644,2022-10-29,長野県,上田市自然運動公園総合体育館,640,15:00,16:22,1:22,小林朝実,水間絵美,立花法真沙,片平知之,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0
